id,song_id,song_title,song_artist,spotify_link,title,artist,lyrics,genre
181,81,Wish You Were Here,Pink Floyd,[],Wish You Were Here,Pink Floyd,"[Intro]
""And disciplinary remains mercifully""
""Yes and um, I’m with you, Derek, this star nonsense""
""Yes, yes""
""Now which is it?""
""I am sure of it""
[Instrumental Break]

[Verse 1: David Gilmour]
So, so you think you can tell
Heaven from Hell? Blue skies from pain?
Can you tell a green field from a cold steel rail?
A smile from a veil? Do you think you can tell?

[Verse 2: David Gilmour]
Did they get you to trade your heroes for ghosts?
Hot ashes for trees? Hot air for a cool breeze?
Cold comfort for change? Did you exchange
A walk-on part in the war for a lead role in a cage?

[Instrumental Break]

[Chorus: David Gilmour]
How I wish, how I wish you were here
We're just two lost souls swimming in a fishbowl, year after year
Running over the same old ground, what have we found?
The same old fears, wish you were here


[Instrumental Outro]",hip hop
182,82,Comfortably Numb,Pink Floyd,[{'song_link': 'https://open.spotify.com/track/5HNCy40Ni5BZJFw1TKzRsC'}],Comfortably Numb,Pink Floyd,"[Intro]
[Verse 1: Roger Waters]
Hello? (Hello, hello, hello)
Is there anybody in there?
Just nod if you can hear me
Is there anyone home?
Come on (Come on, come on), now
I hear you're feeling down
Well, I can ease your pain
And get you on your feet again
Relax (Relax, relax, relax)
I'll need some information first
Just the basic facts
Can you show me where it hurts?
[Pre-Chorus 1: David Gilmour]
There is no pain, you are receding
A distant ship, smoke on the horizon
You are only coming through in waves
Your lips move, but I can't hear what you're saying
When I was a child, I had a fever
My hands felt just like two balloons
Now I've got that feeling once again
I can't explain, you would not understand
This is not how I am


[Chorus: David Gilmour]
I have become comfortably numb
[Guitar Solo 1]

[Chorus: David Gilmour]
I have become comfortably numb
[Verse 2: Roger Waters]
Okay (Okay, okay, okay)
Just a little pinprick
There'll be no more
But you may feel a little sick
Can you stand up? (Stand up, stand up)
I do believe it's working, good
That'll keep you going through the show
Come on, it's time to go
[Pre-Chorus 2: David Gilmour]
There is no pain, you are receding
A distant ship, smoke on the horizon
You are only coming through in waves
Your lips move, but I can't hear what you're saying
When I was a child, I caught a fleeting glimpse
Out of the corner of my eye
I turned to look, but it was gone
I cannot put my finger on it now
The child is grown, the dream is gone


[Chorus: David Gilmour]
I have become comfortably numb
[Guitar Solo 2]",hip hop
183,83,Time,Pink Floyd,[{'song_link': 'https://open.spotify.com/artist/0k17h0D3J5VfsdmQ1iZtE9'}],Time,Pink Floyd,"[Part I: Time]

*ticking clocks*
*clocks ringing*

[Instrumental Intro]

[Verse 1: David Gilmour]
Ticking away
The moments that make up a dull day
You fritter and waste the hours
In an offhand way
Kicking around on a piece of ground
In your hometown
Waiting for someone
Or something to show you the way
[Chorus: Richard Wright]
Tired of lying in the sunshine
Staying home to watch the rain
You are young and life is long
And there is time to kill today
And then one day you find
Ten years have got behind you
No one told you when to run
You missed the starting gun


[Guitar Solo]

[Verse 2: David Gilmour]
And you run, and you run
To catch up with the sun, but it's sinking
And racing around
To come up behind you again
The sun is the same in a relative way
But you're older
Shorter of breath
And one day closer to death
[Chorus: Richard Wright]
Every year is getting shorter
Never seem to find the time
Plans that either come to naught
Or half a page of scribbled lines
Hanging on in quiet desperation
Is the English way
The time is gone, the song is over
Thought I'd something more to say
[Part II: Breathe (In the Air) (Reprise)]

[Outro: David Gilmour]
Home, home again
I like to be here when I can
When I come home cold and tired
It's good to warm my bones beside the fire
Far away across the field
The tolling of the iron bell
Calls the faithful to their knees
To hear the softly spoken magic spells",hip hop
184,84,"Another Brick in the Wall, Pt. 2",Pink Floyd,[{'song_link': 'https://open.spotify.com/track/4gMgiXfqyzZLMhsksGmbQV'}],"Another Brick in the Wall, Pt. 2",Pink Floyd,"[Intro]

[Verse 1: Roger Waters & David Gilmour]
We don't need no education
We don't need no thought control
No dark sarcasm in the classroom
Teacher, leave them kids alone

[Pre-Chorus: Roger Waters & David Gilmour]
Hey, teacher, leave them kids alone

[Chorus: Roger Waters & David Gilmour]
All in all, it's just another brick in the wall
All in all, you're just another brick in the wall
[Verse 2: Islington Green School Students]
We don't need no education
We don't need no thought control
No dark sarcasm in the classroom
Teachers, leave them kids alone

[Pre-Chorus: Islington Green School Students]
Hey, teacher, leave us kids alone!
[Chorus: Islington Green School Students]
All in all, you're just another brick in the wall
All in all, you're just another brick in the wall


[Guitar Solo]
[Outro: Roger Waters]
Wrong, do it again
Wrong, do it again
If you don't eat your meat, you can't have any pudding
(Wrong, do it again)
How can you have any pudding if you don't eat your meat?
(Wrong, do it again)
(If you don't eat your meat)
You, yes, you behind the bike sheds, stand still, laddie
(If you don't eat your meat, you can't have any pudding
How can you have any pudding if you don't eat your meat?)
(You, yes, you behind the bike sheds, stand still, laddie)",hip hop
185,85,Money,Pink Floyd,[{'song_link': 'https://open.spotify.com/track/0vFOzaXqZHahrZp6enQwQb'}],Money,Pink Floyd,"[Intro]

[Verse 1]
Money, get away
Get a good job with more pay, and you're okay
Money, it's a gas
Grab that cash with both hands and make a stash

[Refrain]
New car, caviar, four-star daydream
Think I'll buy me a football team

[Verse 2]
Money, get back
I'm alright, Jack, keep your hands off of my stack
Money, it's a hit
Don't give me that do goody-good bullshit

[Refrain]
I'm in the hi-fidelity first class travelling set
And I think I need a Learjet
[Saxophone Solo]
[Guitar Solo]


[Verse 3]
Money, it's a crime
Share it fairly, but don't take a slice of my pie
Money, so they say
Is the root of all evil today

[Refrain]
But if you ask for a rise
It's no surprise that they're giving none away

[Outro: David Gilmour]
Away, away, away
Away, away, away, away
Ooh
Away, ooh
Ooh, ooh
No, no, no
Wooh, wooh-ooh-ooh
No, no, no
Bah, bah, bah
Wah-bah-bah-woo-hoo-wa-hoo
Do-da-wa
Do-do-do-do-do-do-do-do-do-do-do-da-do
Woo

[Spoken Outro: Overlapping Voices]
""Hahaha, I was in the right""
""Yes, absolutely in the right""
""I certainly was in the right""
""Yeah, I was definitely in the right; that geezer was cruisin' for a bruisin'""
""Yeah""
""Why does anyone do anything?""
""I don't know, I was really drunk at the time""
""I was just telling him it was in, he could get it in number two. He was asking why it wasn't coming up on fader eleven. After, I was yelling and screaming and telling him why it wasn't coming up on fader eleven. It came to a heavy blow, which sorted the matter out…""",hip hop
186,86,Say It Ain’t So,Weezer,[{'song_link': 'https://open.spotify.com/track/7vhhU4SsMDV8uSQlCxf1Lk'}],Say It Ain’t So,Weezer,"[Intro]
Oh, yeah
Alright

[Verse 1]
Somebody's Heine
Is crowding my icebox
Somebody's cold one
Is giving me chills
Guess I'll just close my eyes

[Interlude]
Oh, yeah
Alright
Feels good
Inside

[Verse 2]
Flip on the telly
Wrestle with Jimmy
Somethin' is bubblin'
Behind my back
The bottle is ready to blow

[Chorus]
Say it ain't so
Your drug is a heartbreaker
Say it ain't so
My love is a life taker


[Verse 3]
I can't confront you
I never could do
That which might hurt you
So try and be cool
When I say
""This way
Is a water slide away from me that takes you further every day""
So be cool

[Chorus]
Say it ain't so
Your drug is a heartbreaker
Say it ain't so
My love is a life taker

[Bridge]
Dear daddy, I write you
In spite of years of silence
You've cleaned up, found Jesus
Things are good, or so I hear
This bottle of Steven's
Awakens ancient feelin's
Like father, stepfather
The son is drowning in the flood
Yeah, yeah-yeah, yeah-yeah


[Guitar Solo]

[Chorus]
Say it ain't so
Your drug is a heartbreaker
Say it ain't so
My love is a life taker","modern rock, rock"
187,87,Buddy Holly,Weezer,[{'song_link': 'https://open.spotify.com/track/3mwvKOyMmG77zZRunnxp9E'}],Buddy Holly,Weezer,"[Verse 1]
What's with these homies dissin' my girl?
Why do they gotta front?
What did we ever do to these guys
That made them so violent?

[Pre-Chorus]
Woo-hoo, but you know I'm yours
Woo-hoo, and I know you're mine
Woo-hoo, and that's for all of time

[Chorus]
Ooh-wee-ooh, I look just like Buddy Holly
Oh, oh, and you're Mary Tyler Moore
I don't care what they say about us anyway
I don't care 'bout that

[Verse 2]
Don't you ever fear, I'm always near
I know that you need help
Your tongue is twisted, your eyes are slit
You need a guardian

[Pre-Chorus]
Woo-hoo, and you know I'm yours
Woo-hoo, and I know you're mine
Woo-hoo, and that's for all of time


[Chorus]
Ooh-wee-ooh, I look just like Buddy Holly
Oh, oh, and you're Mary Tyler Moore
I don't care what they say about us anyway
I don't care 'bout that
I don't care 'bout that

[Bridge]
Bang, bang, knocking on the door
Another big bang, get down on the floor
Oh no, what do we do?
Don't look now, but I lost my shoe
I can't run and I can't kick
What's a matter, babe, are you feelin' sick?
What's a matter, what's a matter, what's a matter you?
What's a matter, babe, are you feelin' blue? Oh-oh
[Guitar Solo]

[Pre-Chorus]
And that's for all of time
And that's for all of time

[Chorus]
Ooh-wee-ooh, I look just like Buddy Holly
Oh, oh, and you're Mary Tyler Moore
I don't care what they say about us anyway
I don't care 'bout that
I don't care 'bout that
I don't care 'bout that
I don't care 'bout that","modern rock, rock"
188,88,Island in the Sun,Weezer,[{'song_link': 'https://open.spotify.com/track/2MLHyLy5z5l5YRp7momlgw'}],Island in the Sun,Weezer,"[Intro]
Hip, hip
Hip, hip
Hip, hip
Hip, hip

[Verse 1]
When you're on a holiday
You can't find the words to say
All the things that come to you
And I wanna feel it, too

[Chorus]
On an island in the sun
We'll be playin' and havin' fun
And it makes me feel so fine
I can't control my brain

[Refrain]
Hip, hip
Hip, hip

[Verse 2]
When you're on a golden sea
You don't need no memory
Just a place to call your own
As we drift into the zone


[Chorus]
On an island in the sun
We'll be playin' and havin' fun
And it makes me feel so fine
I can't control my brain

[Post-Chorus]
We'll run away together
We'll spend some time forever
We'll never feel bad anymore

[Refrain]
Hip, hip
Hip, hip
Hip, hip

[Guitar Solo]

[Chorus]
On an island in the sun
We'll be playin' and havin' fun
And it makes me feel so fine
I can't control my brain

[Post-Chorus]
We'll run away together
We'll spend some time forever
We'll never feel bad anymore


[Outro]
Hip, hip
Hip, hip (We'll never feel bad anymore)
Hip, hip (No, no)
Hip, hip
Hip, hip (We'll never feel bad anymore)
Hip, hip (No, no)
Hip, hip (No, no)","modern rock, rock"
189,89,Undone - The Sweater Song,Weezer,[{'song_link': 'https://open.spotify.com/track/5WhtlIoxoZrMmuaWWEQhwV'}],Undone - The Sweater Song,Weezer,"[Spoken Word: Matt Sharp & Karl Koch]
Oh, hey brah, how we doin' man?
Alright
It's been a while man, life's so rad
This band's my favorite man, don't ya love 'em?
Yeah
Aw man, you want a beer?
Alright
Aw man, hell brah, this is the best man
I'm so glad we're all back together and stuff
This is great, man
Yeah
Hey, did you know about the party after the show?
Yeah
Aw man, it's gonna be the best, I'm so stoked
Take it easy, brah

[Verse 1]
I'm me, me be, goddamn, I am
I can sing and hear me, know me

[Chorus]
If you want to destroy my sweater
Hold this thread as I walk away
[Spoken Word: Mykel Allen & Karl Koch]
Hey, what's up?
Not much
Um, did you hear about the party?
Yeah
I think I'm gonna go but, um, my friends don't really wanna go
Could I get a ride?


[Verse 2]
Oh no, it go, it gone, bye-bye (Bye)
Who I? I think, I sink, and I die

[Chorus]
If you want to destroy my sweater (Woah, woah, woah, woah)
Hold this thread as I walk away (As I walk away)
Watch me unravel, I'll soon be naked
Lying on the floor, lying on the floor, I've come undone

[Guitar Solo]

[Chorus]
If you want to destroy my sweater (Woah, woah, woah, woah)
Hold this thread as I walk away (As I walk away)
Watch me unravel, I'll soon be naked
Lying on the floor, lying on the floor, I've come undone

[Outro]
(I don't want to destroy your tank top)
If you want to destroy my sweater
(Let's be friends and just walk away)
Hold this thread as I walk away
(Hate to see you lying there in your Superman skivvies)
Watch me unravel, I'll soon be naked
Lying on the floor, lying on the floor, I've come undone


[Instrumental Outro]","modern rock, rock"
190,90,El Scorcho,Weezer,[{'song_link': 'https://open.spotify.com/track/3g2gQMeeQAEPztiQKMlGSl'}],El Scorcho,Weezer,"[Intro: Brian Bell]
¡El Scorcho!
¡Ay, cabrón!

[Verse 1]
Goddamn you half-Japanese girls
Do it to me every time
Oh, the redhead said you shred the cello
And I'm jello, baby
But you won't talk, won't look, won't think of me
I'm the epitome of public enemy
Why you wanna go and do me like that?
Come down on the street and dance with me
[Chorus]
I'm a lot like you, so please
Hello, I'm here, I'm waiting
I think I'd be good for you
And you'd be good for me

[Verse 2]
I asked you to go to the Green Day concert
You said you never heard of them (How cool is that?)
How cool is that? So I went to your room
And read your diary
""Watching Grunge leg drop New Jack through a press table""
And then my heart stopped, ""Listening to Cio-Cio San
Fall in love all over again"" (Ow)


[Chorus]
I'm a lot like you, so please
Hello, I'm here, I'm waiting (Oh, what could it be now?)
I think I'd be good for you
And you'd be good for me

[Bridge: Rivers Cuomo & Brian Bell]
How stupid is it? I can't talk about it
I gotta sing about it and make a record of my heart
How stupid is it? Won't you gimme a minute?
Just come up to me and say hello to my heart
How stupid is it? For all I know you want me too
And maybe you just don't know what to do
Or maybe you're scared to say
""I'm falling for you""

[Verse 3]
I wish I could get my head out of the sand
'Cause I think we'd make a good team
And you would keep my fingernails clean
But that's just a stupid dream that I won't realize
'Cause I can't even look in your eyes
Without shaking and I ain't faking
I'll bring home the turkey if you bring home the bacon
[Chorus]
I'm a lot like you, so please
Hello, I'm here, I'm waiting (Waiting, oh)
I think I'd be good for you
And you'd be good for me (Oh-hoo)


[Outro: (Matt Sharp) & Rivers Cuomo]
(I'm a lot like you) I'm a lot like you
(I'm a lot like you) I'm waiting, oh
I think I'd be good for you
And you'd be good for me, woo","modern rock, rock"
191,91,Chasing Cars,Snow Patrol,[{'song_link': 'https://open.spotify.com/track/5hnyJvgoWiQUYZttV4wXy6'}],Chasing Cars,Snow Patrol,"[Verse 1]
We'll do it all
Everything
On our own
We don't need
Anything
Or anyone

[Chorus]
If I lay here
If I just lay here
Would you lie with me and just forget the world?

[Verse 2]
I don't quite know
How to say
How I feel
Those three words
Are said too much
They're not enough

[Chorus]
If I lay here
If I just lay here
Would you lie with me and just forget the world?
Forget what we're told
Before we get too old
Show me a garden that's burstin' into life


[Verse 3]
Let's waste time
Chasin' cars
Around our heads
I need your grace
To remind me
To find my own

[Chorus]
If I lay here
If I just lay here
Would you lie with me and just forget the world?
Forget what we're told
Before we get too old
Show me a garden that's burstin' into life
All that I am
All that I ever was
Is here in your perfect eyes, they're all I can see
I don't know where
Confused about how, as well
Just know that these things will never change for us at all

[Outro]
If I lay here
If I just lay here
Would you lie with me and just forget the world?","canadian hip hop, canadian pop, hip hop, pop rap, rap"
192,92,Run,Snow Patrol,[{'song_link': 'https://open.spotify.com/track/6kesIBNAY17BoAz28pnWMC'}],Run,Snow Patrol,"[Verse 1]
I'll sing it one last time for you
Then we really have to go
You've been the only thing that's right
In all I've done

[Verse 2]
And I can barely look at you
But every single time I do
I know we'll make it anywhere
Away from here

[Chorus 1]
Light up, light up
As if you have a choice
Even if you cannot hear my voice
I'll be right beside you, dear
Louder, louder
And we'll run for our lives
I can hardly speak, I understand
Why you can't raise your voice to say

[Verse 3]
To think I might not see those eyes
Makes it so hard not to cry
And as we say our long goodbye
I nearly do


[Chorus 1]
Light up, light up
As if you have a choice
Even if you cannot hear my voice
I'll be right beside you, dear
Louder, louder
And we'll run for our lives
I can hardly speak, I understand
Why you can't raise your voice to say

[Chorus 2]
Slower, slower
We don't have time for that
All I want's to find an easy way
To get out of our little heads
Have heart, my dear
We're bound to be afraid
Even if it's just for a few days
Making up for all this mess

[Instrumental Break]

[Outro]
Light up, light up
As if you have a choice
Even if you cannot hear my voice
I'll be right beside you, dear","canadian hip hop, canadian pop, hip hop, pop rap, rap"
193,93,Open Your Eyes,Snow Patrol,[{'song_link': 'https://open.spotify.com/track/5HPj0yTUFEFNia8SWgjq46'}],Open Your Eyes,Snow Patrol,"[Verse 1]
All this feels strange and untrue
And I won't waste a minute without you
My bones ache, my skin feels cold
And I'm getting so tired and so old
The anger swells in my guts
And I won't feel these slices and cuts
I want so much to open your eyes
'Cause I need you to look into mine

[Chorus]
Tell me that you'll open your eyes
Tell me that you'll open your eyes
Tell me that you'll open your eyes
Tell me that you'll open your eyes

[Verse 2]
Get up, get out
Get away from these liars
'Cause they don't get your soul or your fire
Take my hand, knot your fingers through mine
And we'll walk from this dark room for the last time
Every minute from this minute now
We can do what we like anywhere
I want so much to open your eyes
'Cause I need you to look into mine


[Chorus]
Tell me that you'll open your eyes
Tell me that you'll open your eyes
Tell me that you'll open your eyes
Tell me that you'll open your eyes
Tell me that you'll open your eyes
Tell me that you'll open your eyes
Tell me that you'll open your eyes
Tell me that you'll open your eyes

[Instrumental Break]

[Outro]
All this feels strange and untrue
And I won't waste a minute without you","canadian hip hop, canadian pop, hip hop, pop rap, rap"
194,94,What if This Is All the Love You Ever Get?,Snow Patrol,[{'song_link': 'https://open.spotify.com/track/5CZ1XU3DiHnhGM3NpySKyh'}],What if This Is All the Love You Ever Get?,Snow Patrol,"19 ContributorsWhat if This Is All the Love You Ever Get? Lyrics[Verse 1]
Woah woah, what if this is all the love you ever get?
Woah woah, you'd do a couple things so differently, I bet
Woah woah, what if this is all the love I ever know
Woah woah, I'd say the words that were so hard to say: don't go

[Pre-Chorus]
So you've fallen in love
So you've fallen apart

[Chorus]
What if it hurts like hell
Then it'll hurt like hell
Come on over, come on over here
I'm in the ruins too
I know the wreckage so well
Come on over, come on over here

[Verse 2]
Woah woah, what if this is all the love you ever get?
Woah woah, you'd not worry so much about counting your regrets
Woah woah, what if this is all the love I'm ever shown
Woah woah, I'd not be so scared to run into the unknown

[Pre-Chorus]
So you've fallen in love
So you've fallen apart


[Chorus]
What if it hurts like hell
Then it'll hurt like hell
Come on over, come on over here
I'm in the ruins too
I know the wreckage so well
Come on over, come on over here

[Outro]
What if this is all the love you ever get?
What if this is all the love you ever get
What if this is all the love you ever get?
What if this is all the love you ever get?","canadian hip hop, canadian pop, hip hop, pop rap, rap"
195,95,Life on Earth,Snow Patrol,[{'song_link': 'https://open.spotify.com/track/0Cr8sOkVQqYexxiT7xRwRk'}],Life on Earth,Snow Patrol,"15 ContributorsLife on Earth Lyrics[Verse 1]
The first snow
First winter of my life
I was told it was the height of me
The first dance
Well, the first one that counted
Felt like my blood was built from crackling lights

[Pre-Chorus 1]
All this ancient wildness
That we don't understand
The first sound of a heartbeat
To riots roaring on

[Chorus]
This is not the love you've had before
This is something else
This is something else
This is not the same as other days
This is something else
This is something else

It shouldn't need to be so fucking hard
This is life on earth
It's just life on earth
It doesn't need to be the end of you, or me
This is life on earth
It's just life on earth


[Verse 2]
The first light
First light on the silent shore
Just the ships that anchor me and you
The way home
This is always the way home
So you can rip that map to shreds, my dear

[Pre-Chorus 2]
But all we ever wanted
Seemed miles and miles from here
And the first days in a strange new land
Awaken beasts in us

[Chorus]
This is not the love you've had before
This is something else
This is something else
This is not the same as other days
This is something else
This is something else

It shouldn't need to be so fucking hard
This is life on earth
It's just life on earth
It doesn't need to be the end of you, or me
This is life on earth
It's just life on earth


It shouldn't need to be so fucking hard
This is life on earth
It's just life on earth
It doesn't need to be the end of you, or me
This is life on earth
It's just life on earth","canadian hip hop, canadian pop, hip hop, pop rap, rap"
196,96,I Miss You,blink-182,[{'song_link': 'https://open.spotify.com/track/1AdYZ6X00nXmO613Y7GJOl'}],I Miss You,blink-182,"[Intro: Mark Hoppus]
I miss you, I miss you

[Verse 1: Mark Hoppus]
Hello, there
The angel from my nightmare
The shadow in the background of the morgue
The unsuspecting victim
Of darkness in the valley
We can live like Jack and Sally if we want
Where you can always find me
And we'll have Halloween on Christmas
And in the night, we'll wish this never ends
We'll wish this never ends

[Interlude: Mark Hoppus]
I miss you, miss you
I miss you, miss you

[Verse 2: Tom DeLonge]
Where are you? And I'm so sorry
I cannot sleep, I cannot dream tonight
I need somebody and always
This sick, strange darkness
Comes creeping on, so haunting every time
And as I stared, I counted
The webs from all the spiders
Catching things and eating their insides
Like indecision to call you
And hear your voice of treason
Will you come home and stop this pain tonight?
Stop this pain tonight


[Chorus: Tom DeLonge & Mark Hoppus]
Don't waste your time on me, you're already
The voice inside my head (I miss you, miss you)
Don't waste your time on me, you're already
The voice inside my head (I miss you, miss you)

[Instrumental Break]

[Chorus: Tom DeLonge & Mark Hoppus]
Don't waste your time on me, you're already
The voice inside my head (I miss you, miss you)
Don't waste your time on me, you're already
The voice inside my head (I miss you, miss you)
Don't waste your time on me, you're already
The voice inside my head (I miss you, miss you)
Don't waste your time on me, you're already
The voice inside my head (I miss you, miss you)

[Outro: Mark Hoppus]
I miss you, miss you
I miss you, miss you
I miss you, miss you
I miss you, miss you","art rock, classic rock, glam rock, permanent wave, rock"
197,97,All the Small Things,blink-182,[{'song_link': 'https://open.spotify.com/track/2m1hi0nfMR9vdGC8UcrnwU'}],All the Small Things,blink-182,"[Verse 1: Tom DeLonge]
All the small things
True care, truth brings
I'll take one lift
Your ride, best trip
Always, I know
You'll be at my show
Watching, waiting
Commiserating

[Pre-Chorus: Tom DeLonge]
Say it ain't so, I will not go
Turn the lights off, carry me home

[Chorus: Tom DeLonge & Mark Hoppus]
Na-na, na-na, na-na, na-na, na, na
Na-na, na-na, na-na, na-na, na, na
Na-na, na-na, na-na, na-na, na, na
Na-na, na-na, na-na, na-na, na, na

[Verse 2: Tom DeLonge]
Late night, come home
Work sucks, I know
She left me roses by the stairs
Surprises let me know she cares


[Pre-Chorus: Tom DeLonge]
Just say it ain't so, I will not go
Turn the lights off, carry me home

[Chorus: Tom DeLonge & Mark Hoppus]
Na-na, na-na, na-na, na-na, na, na
Na-na, na-na, na-na, na-na, na, na
Na-na, na-na, na-na, na-na, na, na
Na-na, na-na, na-na, na-na, na, na

[Instrumental Break]

[Bridge: Tom DeLonge & Mark Hoppus]
Say it ain't so, I will not go
Turn the lights off, carry me home
Keep your head still, I'll be your thrill
The night will go on, my little windmill

[Outro: Tom DeLonge, Tom DeLonge & Mark Hoppus]
(Na-na, na-na, na-na, na-na, na, na)
Say it ain't so, I will not go
(Na-na, na-na, na-na, na-na, na, na)
Turn the lights off, carry me home
(Na-na, na-na, na-na, na-na, na, na)
Keep your head still, I'll be your thrill
(Na-na, na-na, na-na, na-na, na, na)
The night will go on, the night will go on, my little windmill","art rock, classic rock, glam rock, permanent wave, rock"
198,98,What’s My Age Again?,blink-182,[{'song_link': 'https://open.spotify.com/track/4LJhJ6DQS7NwE7UKtvcM52'}],What’s My Age Again?,blink-182,"[Verse 1: Mark Hoppus]
I took her out, it was a Friday night
I wore cologne to get the feelin' right
We started makin' out, and she took off my pants
But then I turned on the TV

[Chorus: Mark Hoppus with Tom DeLonge]
And that's about the time she walked away from me
Nobody likes you when you're twenty-three
And are still more amused by TV shows
What the hell is ADD?
My friends say I should act my age
What's my age again?
What's my age again?

[Verse 2: Mark Hoppus]
Then later on, on the drive home
I called her mom from a payphone
I said I was the cops and your husband's in jail
This state looks down on sodomy

[Chorus: Mark Hoppus with Tom DeLonge]
And that's about the time that bitch hung up on me
Nobody likes you when you're twenty-three
And are still more amused by prank phone calls
What the hell is call ID?
My friends say I should act my age
What's my age again?
What's my age again?


[Instrumental Break]

[Chorus: Mark Hoppus with Tom DeLonge]
And that's about the time she walked away from me
Nobody likes you when you're twenty-three
And you still act like you're in freshman year
What the hell is wrong with me?
My friends say I should act my age
(What's my age again?)
(What's my age again?)
That's about the time that she broke up with me
(Please stay with me)
No one should take themselves so seriously
(Please stay with me)
With many years ahead to fall in line
(Please stay with me)
Why would you wish that on me?
(Please stay) I never wanna act my age
(With) What's my age again?
(Me) What's my age again?

[Outro: Mark Hoppus]
What's my age again?","art rock, classic rock, glam rock, permanent wave, rock"
199,99,Adam’s Song,blink-182,[{'song_link': 'https://open.spotify.com/track/6xpDh0dXrkVp0Po1qrHUd8'}],Adam’s Song,blink-182,"[Verse 1]
I never thought I'd die alone
I laughed the loudest, who'd have known?
I trace the cord back to the wall
No wonder, it was never plugged in at all
I took my time, I hurried up
The choice was mine, I didn't think enough
I'm too depressed to go on
You'll be sorry when I'm gone

[Chorus]
I never conquered, rarely came
Sixteen just held such better days
Days when I still felt alive
We couldn't wait to get outside
The world was wide, too late to try
The tour was over, we'd survived
I couldn't wait 'til I got home
To pass the time in my room alone

[Verse 2]
I never thought I'd die alone
Another six months, I'll be unknown
Give all my things to all my friends
You'll never step foot in my room again
You'll close it off, board it up
Remember the time that I spilled the cup
Of apple juice in the hall
Please tell Mom this is not her fault


[Chorus]
I never conquered, rarely came
Sixteen just held such better days
Days when I still felt alive
We couldn't wait to get outside
The world was wide, too late to try
The tour was over, we'd survived
I couldn't wait 'til I got home
To pass the time in my room alone

[Instrumental Bridge]

[Chorus]
I never conquered, rarely came
Tomorrow holds such better days
Days when I can still feel alive
When I can't wait to get outside
The world is wide, the time goes by
The tour is over, I've survived
And I can't wait 'til I get home
To pass the time in my room alone","art rock, classic rock, glam rock, permanent wave, rock"
200,100,ONE MORE TIME,blink-182,[{'song_link': 'https://open.spotify.com/album/00txDYFrU4LjWqwKE8iQJA'}],ONE MORE TIME,blink-182,"[Verse 1: Tom DeLonge]
Strangers, from strangers into brothers
From brothers into strangers once again
We saw the whole world, but I couldn't see the meaning
I couldn't even recognize my friends

[Verse 2: Mark Hoppus]
Older, but nothing's any different
Right now feels the same, I wonder why
I wish they told us, it shouldn't take a sickness
Or airplanes falling out the sky

[Chorus: Tom DeLonge]
Do I have to die to hear you miss me?
Do I have to die to hear you say goodbye?
I don't wanna act like there's tomorrow
I don't wanna wait to do this one more time

[Post-Chorus: Tom DeLonge]
One morе time
One more
Onе more time
One more time

[Verse 3: Tom DeLonge & Mark Hoppus]
I miss you, took time, but I admit it
It still hurts even after all these years
And I know that next time ain't always gonna happen
I gotta say ""I love you"" while we're here


[Chorus: Tom DeLonge & Mark Hoppus]
Do I have to die to hear you miss me?
Do I have to die to hear you say goodbye?
I don't wanna act like there's tomorrow
I don't wanna wait to do this one more time

[Post-Chorus: Tom DeLonge, Mark Hoppus & Travis Barker]
One more time
One more
One more time
One more time
One more time
One more time
One more
One more time
One more time
One more time

[Outro: Tom DeLonge, Mark Hoppus & Travis Barker]
I miss you","art rock, classic rock, glam rock, permanent wave, rock"
201,1,Seven Nation Army,The White Stripes,[{'song_link': 'https://open.spotify.com/track/3m6KkYKdnbffMpGd9Pm9FP'}],Seven Nation Army,The White Stripes,"[Verse 1]
I'm gonna fight 'em off
A seven-nation army couldn't hold me back
They're gonna rip it off
Takin' their time right behind my back
And I'm talkin' to myself at night because I can't forget
Back and forth through my mind, behind a cigarette

[Pre-Chorus]
And the message comin' from my eyes says, ""Leave it alone""
[Instrumental Chorus]

[Verse 2]
Don't wanna hear about it
Every single one's got a story to tell
Everyone knows about it
From the Queen of England to the Hounds of Hell
And if I catch it comin' back my way, I'm gonna serve it to you
And that ain't what you want to hear, but that's what I'll do

[Pre-Chorus]
And the feelin' comin' from my bones says, ""Find a home""
[Instrumental Chorus]


[Guitar Solo]

[Verse 3]
I'm goin' to Wichita
Far from this opera forevermore
I'm gonna work the straw
Make the sweat drip out of every pore
And I'm bleedin' and I'm bleedin' and I'm bleedin' right before the Lord
All the words are gonna bleed from me and I will think no more

[Pre-Chorus]
And the stains comin' from my blood tell me, ""Go back home""
[Instrumental Chorus]","permanent wave, pop"
